cuisine,name
Singaporean,Shiok Singapore Cuisine
Noodles,Hei Hei Rice Roll
Korean,Rorimomo
Pubs,Black Frog Eatery
Lebanese,Mazahr Lebanese Kitchen
Vietnamese,Anh and Chi
Italian,Nook
Fast Food,Fritz European Fry House
Canadian (New),The Mackenzie Room
Canadian (New),Barbara
Gastropubs,The Darkside
Thai,Zab Zaab Thai Cuisine
Cocktail Bars,Pourhouse Restaurant
Afghan,Zarak By Afghan Kitchen
Pubs,Moose's Down Under
German,Jägerhof Restaurant
Japanese,Raisu
Spanish,España Restaurant
Korean,TAKO
Wine Bars,Brix & Mortar
Japanese,Guu Original Thurlow
Japanese,Kamei on Broadway
Canadian (New),Cactus Club Cafe
Korean,So Hyang Korean Cuisine
Hong Kong Style Cafe,Fat Boy Kitchen
Italian,The Farmhouse
Cafes,Marulilu Cafe
Japanese,Black Rice Izakaya
Mediterranean,Nuba in Yaletown
French,Le Crocodile Restaurant
Steakhouses,Chop Steakhouse & Bar
Korean,Tabom
Japanese,PiDGiN
Canadian (New),ARC Restaurant
Bars,Stanley's Bar & Grill
Bistros,Honeybrew
Thai,Kin Kao Song
Hawaiian,Hanai
Gastropubs,LOCAL Public Eatery Gastown
Seafood,Rodney's Oyster House
Italian,Robba da Matti
Asian Fusion,Fat Mao
Coffee & Tea,Yolks
Thai,Unchai Thai Restaurant
Japanese,Sushi Jin
Mexican,Gringo
Indian,Indian Delicacy
Seafood,LIFT Bar Grill View
Cocktail Bars,District Bar & Restaurant
Peruvian,Suyo Modern Peruvian
Burgers,Market Grill
American,Brass Fish Tavern
Japanese,Kishimoto Japanese Kitchen
Korean,Oyo Korean Noodles
Italian,Bacaro
French,Gary's
Comfort Food,MeeT in Yaletown
Comfort Food,MeeT in Gastown
Japanese,Mr Japanese Curry
Bars,Maxine's Cafe & Bar
Chinese,Mott 32
Malaysian,John 3:16 Malaysian Delights
Japanese,Katsu San
Pizza,Nook
Waffles,7-inch Waffle House
Bakeries,La Saison de Patisserie
Sushi Bars,Tekkaba
Mexican,La Taqueria Pinche Taco Shop
Japanese,Suika
Barbeque,Alley 16
French,St Lawrence Restaurant
Bistros,Ash Street Bistro
African,Arike Restaurant
Tapas Bars,VV Tapas Lounge
Chinese,Micha
Chinese,Super Chef Grill
Chinese,iDen & Quan Ju De Beijing Duck House
Pizza,The Parlour
Fast Food,Jollibee
Seafood,Black Walnut
Steakhouses,Elisa
Mexican,The Mexican Antojitos Y Cantina
Ethiopian,Harambe Restaurant
Chinese,Peaceful Restaurant
Desserts,Archer
Latin American,Cuchillo
American,Rogue Kitchen & Wetbar
Italian,Di Beppe
Bars,Tableau Bar Bistro
Korean,Zoomak Korean Tavern
Japanese,Uma Sushi
Bangladeshi,Holy Smoke
Italian,Fiorino
Wine Bars,La Boqueria
Mexican,La Taqueria Pinche Taco Shop
Pizza,Ignite Pizzeria
French,Absinthe Bistro
Greek,Nostos Taverna
Italian,La Notte Restaurant
Canadian (New),Salmon n' Bannock
Canadian (New),Cactus Club Cafe
Japanese,Bovine
Chinese,One More Szechuan Chinese Cuisine
Spanish,Bodega On Main
Persian/Iranian,Delara
Comfort Food,Tap & Barrel - Convention Centre
French,Les Faux Bourgeois
Hot Pot,The Corner Hotpot
Ukrainian,Kozak Ukrainian Restaurant
Korean,Nam San
Korean,Sura Korean Cuisine
Japanese,Kokoro Tokyo Mazesoba
Malaysian,Banana Leaf
Korean,Kook Korean BBQ
Cafes,The Dirty Apron Delicatessen
Pubs,Six Acres
Waffles,Nero Waffles
Mediterranean,Branas Mediterranean Grill
Street Vendors,taps & tacos
Burmese,Laksa King
Canadian (New),Banter Room
Barbeque,Smoke and Bones
Japanese,Motonobu Udon
Breakfast & Brunch,Breakfast Table
Italian,Tutto
Diners,Fable Diner
Fast Food,La Belle Patate
Gastropubs,H2 Kitchen + Bar
Burgers,Browns Socialhouse QE Theatre
Italian,Autostrada
Fish & Chips,The Fish Counter
Mediterranean,Lamajoun
Indian,Vij's Restaurant
Turkish,Istanbul Doner
Ramen,Zubu
Breakfast & Brunch,The Templeton
French,L'Abattoir
Desserts,RedBeef Noodle Kitchen
Korean,Mumu Kitchen
Sandwiches,Number E Food
Mexican,Monarca
Seafood,The Roof
Italian,Osteria Savio Volpe
Italian,Nook
Japanese,Homura Yakiniku
Fast Food,Super Smash Burgers
Japanese,Gyu-Kaku Japanese BBQ
Ramen,Maruhachi Ra-men
Ramen,Menya Juemon
Malaysian,MamaLee
Japanese,Noah's Cafe
Seafood,Go Fish Ocean Emporium
Thai,Zab Bite
Wine Bars,Wildlight Kitchen + Bar
Greek,The Greek By Anatoli
Cafes,Aidan's
Dim Sum,Dynasty Seafood Restaurant
Thai,Maenam
Ramen,Ramen Kounotori
Seafood,The Sandbar Seafood Restaurant
Seafood,The Fish Man
Wine Bars,Bar Bravo
Canadian (New),Honey Salt
Mexican,Ophelia
Filipino,The Filipino Noodle Joint
Dive Bars,Jackalope's Neighbourhood Dive
Asian Fusion,Don at Kitsilano
Italian,Gastronomy Gastown
Canadian (New),Elephant
Canadian (New),Hawksworth Restaurant
Indonesian,Bali Thai
Ramen,Ramen Danbo
Pizza,Sopra Sotto
Organic Stores,Caveman Cafe
Pubs,The Ballyhoo Public House
Canadian (New),Stock and Supply
Italian,Acquafarina
Middle Eastern,Aleph Eatery
Filipino,O! Taho
French,Five Sails Restaurant
Sports Bars,Babylon Restaurant and Bar
Dim Sum,Little Bird Dim Sum
Lebanese,Jamjar - Folk Lebanese Food
Seafood,The Vancouver Fish Company
Singaporean,bibik's
Cafes,One Bowl
Chinese,Joojak Restaurant
Italian,Casereccio Foods
Vietnamese,Pho Extreme Xe Lua
Japanese,Shizen Ya
Coffee & Tea,Palate Kitchen
Mexican,La Mezcaleria
Mexican,Los Chavos Mexican Restaurant & Cantina
French,Au Comptoir
Cideries,The Cider House
Japanese,Kissa Tanto
Vietnamese,Pholicious
Indian,Indian Roti Kitchen
Hot Dogs,Mean Poutine
Hawaiian,Westcoast Poke
Seafood,Corner 29
Canadian (New),The Cliff House
Indian,Tatta Chulha
Cafes,Marché Mon Pitou
Japanese,Dosanko
Cafes,Aquarium Cafe
Middle Eastern,Ofra’s Kitchen
Japanese,New Fuji
Chinese,The Bao Place
Comfort Food,Burgoo Bistros
Dim Sum,Kam Wai Dim Sum
Asian Fusion,B House
Moroccan,Moltaqa Moroccan Restaurant
Delis,Cafe Tica
French,Coquette
Japanese,Itosugi Kappo Cuisine
French,Argo Café
Patisserie/Cake Shop,Thierry
Gastropubs,Straight and Marrow
Mediterranean,Tagine Moroccan Restaurant and Bar
Taiwanese,Deer Alley Restaurant
Breakfast & Brunch,Brunch
Wine Bars,Dachi
Japanese,Shoku
Thai,Kin Kao Thai Kitchen
Beer Bar,CRAFT Beer Market
Canadian (New),Cactus Club Cafe
Pizza,JOS
Japanese,Sushi Dragon
Mexican,Las Autenticas Tacos & Tortas Ahogadas
Japanese,Guu with Otokomae
Australian,Peaked Pies
Vietnamese,Viet Mama Cafe
Japanese,Genki Eki Noodle bar
Grocery,Collective Goods Bistro & Grocer
Japanese,Kaori Izakaya
Italian,Impostori Trattoria + Negroni Bar
Vietnamese,DD Mau Chinatown
Tapas/Small Plates,The Belgard Kitchen
Japanese,Wasuta Pasta
Delis,Hawkers Delight Deli
Grocery,Mercato Di Luigi
Middle Eastern,Afghan Horsemen Restaurant
Cocktail Bars,Jungle Room
Pizza,La Ruota
Cafes,My Island Café
Chinese,Nine Dumplings
Bakeries,A Bread Affair
Tapas Bars,Como Taperia
Seafood,Boulevard
Cocktail Bars,Harbour Oyster + Bar
Italian,Grub
Seafood,Showcase Restaurant & Bar
Indonesian,Potluck Hawker Eatery
Japanese,Osaka Teppanyaki Steak & Seafood House
Thai,Bai Bua Thai Cuisine
Mexican,Los Amigos Taqueria
Lebanese,Zaatar W Zeit
Cafes,Caffe La Tana
Mexican,Don Porfirio
Middle Eastern,Finch & Barley
Hawaiian,Aloha Boys
Bistros,Caviar Bistro
Dim Sum,Jade Dynasty Restaurant
Bakeries,Le Petit Belge
Korean,Frying Pan
Filipino,Kulinarya
Seafood,Hestia Kitchen Lab
Burgers,Vonns
Wine Bars,The Refinery
Vietnamese,District Eleven
Japanese,Kuma Japanese Restaurant
American,Gobble
Korean,South Castle Korean Restaurant
Italian,Giardino
Sandwiches,Subway
Japanese,Tendon Kohaku
Mediterranean,Nuba - Mount Pleasant
Thai,Rice and Noodle
Asian Fusion,Torafuku
Burmese,Amay’s House
Wine Bars,Is That French
Vietnamese,Pho Khanh Express
Breakfast & Brunch,Tractor Foods
Coffee & Tea,K Cafe
Lounges,Bacchus Restaurant & Lounge
Seafood,Olive & Anchor
Tapas/Small Plates,Nammos Estiatorio
Breakfast & Brunch,Jam Cafe
Chicken Shop,CM Chicken
Korean,Soondae Town
Malaysian,John 3:16 Malaysian Delights
Japanese,Zubu Food Hall
French,Jules French Bistro
Italian,Robba da Matti West End
Asian Fusion,Jess' Restaurant
Wine Bars,Autostrada
Sandwiches,Meat & Bread
Pancakes,Fufu Pancake Cafe
Burgers,Petite Bao
Latin American,El Camino's
Chicken Shop,Downlow Chicken Shack
Japanese,Tetsu Sushi Bar
Seafood,Teahouse in Stanley Park
Seafood,Tony's Fish & Oyster Cafe
French,Carthage Café
Wine Bars,Salt Chinatown
Halal,Crispy
Filipino,Tikim Asian Fusion Restaurant
Tapas/Small Plates,Seaside Provisions
Waffles,Craffles
Indian,House Of India
Donairs,Donair Spot
Japanese,Guu Toramasa
Vietnamese,Pho Mimosa
Vietnamese,Bonjour Vietnam Bistro
Mexican,La Taqueria
Vietnamese,Viet House
Ukrainian,Ukrainian Village
Seafood,Chef's Choice Chinese Cuisine
Spanish,El Mercat
Italian,Say Mercy
Japanese,Takenaka
Italian,Pepino's
Desserts,Nero Waffles
Korean,BOGO Korean Kitchen
Noodles,LanZhou Beef Noodle
Fast Food,Chipotle Mexican Grill
Italian,Johnny’s On Oak
French,Ça Marche Creperie
Middle Eastern,Chelo
Thai,Sen Pad Thai
Cafes,Cafe Ami
Korean,Midam Cafe
Pizza,Super Baked
Caribbean,The Patty Shop
Diners,Douce Diner
Coffee & Tea,The Shed
Himalayan/Nepalese,Addah
Sushi Bars,Taco Nori Sushi Tacos
Lounges,Hendricks Resto-Lounge
Latin American,Tocador
Burgers,Rice Burger
Mexican,Toloache Mexican Kitchen
Pizza,Straight Outta Brooklyn NYC Pizzeria
Korean,Joong Won
Delis,La Grotta Del Formaggio
Asian Fusion,Street Hawker
Wine Bars,Bar Corso
Korean,Damso Modern Korean Cuisine
Restaurants,Anita's Kitchen
Korean,Joon's Kitchen
Singaporean,Singapore Hawker
Cafes,Café Portrait
French,The Stable House Bistro
Italian,Magari by Oca
Indonesian,Peranakan Kitchen
Chinese,Shanghai River
Indian,Indian Burgers Joint
Japanese,Miso Taco
Sports Bars,One Under
Seafood,Oyster Express
Ethiopian,Axum Restaurant
Hot Dogs,Japadog
Italian,Chef Ron
Canadian (New),The Flying Pig - Village
Breakfast & Brunch,The Orchard Gleneagles Clubhouse
Ramen,Hokkaido Ramen Santouka
Cafes,Breka Bakery & Cafe
Seafood,Oddfish
Italian,Mangia E Bevi Ristorante
Cafes,Yama Cafe
Chinese,ChongQing
Indian,Beeryani Indian Bistro & Bar
Chicken Wings,HiFive Chicken
Bars,Ramson’s Pizzeria And Bar
Japanese,Carp
Poutineries,Best Bite Donair
Pizza,Keto Caveman Davie
Middle Eastern,Tamam: Fine Palestinian Cuisine
Cafes,ocean wise cafe
Pizza,AJ's Brooklyn Pizza Joint
Pizza,Pizza Rubato Napoletana
Ramen,Menya Raizo
Beer Bar,Sing Sing
Hot Dogs,Chung Chun
Caribbean,Calabash Bistro
Italian,Orto Artisan Pasta
Hot Pot,Gokudo Shabu Shabu-Burnaby
Thai,Sawasdee Thai Restaurant
Coffee & Tea,Cardero Cafe
Japanese,Masa Japanese Restaurant
Coffee & Tea,Daigyo
Steakhouses,The Victor
Halal,Saba Foods
Cocktail Bars,The Ellis
Comfort Food,Burgoo Bistro
Pubs,The Cascade Room
Cafes,Cafe & Life Co.
Malaysian,Banana Leaf
Italian,Italia Bella Bar & Grill
Mexican,The Burrow
Pizza,Hellcrust Pizza
Indian,Davie Dosa Company
Burgers,Burger Crush
Specialty Food,Stock Market
Pizza,Sprezzatura
Vietnamese,Do Chay
Bars,Switch
Japanese,Mogu Fried Chicken
Pizza,Scratch Kitchen
Sports Bars,Score on Davie
Japanese,Okini Restaurant & Bar
Pubs,The Heatley
Mexican,Maizal RMF
Sandwiches,Meat & Bread
Chicken Shop,The Peri Peri Shack
Gastropubs,Devil's Elbow Ale & Smoke House
Japanese,STEM Japanese Eatery
Dim Sum,Royal Palace Seafood
Hawaiian,The Poke Guy
Chinese,Baghven Uyghur Cuisine
Persian/Iranian,Sahel Market & Restaurant
French,The Farmer's Apprentice
Vietnamese,Nami
Filipino,Romeo Must Taste  Restaurant
Breakfast & Brunch,Their There
Pizza,R&B Brewing
Greek,The Greek By Anatoli - Broadway
Middle Eastern,Bar Haifa
Indian,Cilantro Indian Cuisine
Filipino,Hapag Ihaw-Ihaw
Burgers,Monzo Burger
Hot Dogs,Felbo’s Franks
Japanese,Kitanoya Guu Garlic
Mexican,Tacofino
Japanese,Rajio Japanese Public House
Desserts,Gusto A Taste of Italy
Seafood,Ancora Waterfront Dining and Patio
Wine Bars,L'ufficio
Sandwiches,Meat & Bread
Burgers,To Dine For Eatery
Sushi Bars,Masayoshi
Sushi Bars,Sushi Mugen
American,Beanstalk Bistro
Pizza,Firecrust
Bars,El Guapo
Lebanese,Wild Thyme
Pubs,Troller Ale House
Italian,The Italians
Malaysian,Tamarind Hill Malaysian Cuisine
Greek,Skewers Souvlaki Pita Bar
Cafes,Van Tea Cafe
Fast Food,McDonald's
Japanese,ZAC.ZAC Japanese Curry House
Cafes,The Flying Whale Waterfront Cafe
Vietnamese,Dundas Eat + Drink
Chinese,Chang'An
Tapas/Small Plates,Burdock
Taiwanese,RedBeef Noodle Kitchen
Persian/Iranian,Miraas Restaurant & Bar
Steakhouses,The Keg Steakhouse + Bar
Vietnamese,Little Minh's
Beer Bar,The 515 bar
Italian,Basil Pasta Bar
Fondue,Roosh
Mediterranean,Cioppino's Mediterranean Grill
French,Tour De Feast
Italian,Casa Della Pasta
Bars,Alphabet City
Latin American,Havana
French,Salade de Fruits Cafe
Canadian (New),Sylvia's Restaurant and Lounge
Chinese,Legendary Noodle
Burgers,Alchemy Bar and Kitchen
Japanese,Cafe de l'Orangerie
Chinese,Kwan Luck Restaurant
Italian,Paratha 2 Pasta
Vietnamese,Tre Viet
Portuguese,Nando's Peri-Peri
Vietnamese,Pho Xe Lua 24
Desserts,Passion8 Dessert Cafe
Italian,La Buca Restaurant
Noodles,Hủ Tiếu Hồng Phát
Mexican,Tacofino Oasis
Mexican,Tamaly Shop
Middle Eastern,East is East
Himalayan/Nepalese,Gurkha Himalayan Kitchen
Ramen,Afuri Ramen + Dumpling
Mediterranean,Hydra Estiatorio
Caribbean,Baby Dhal Roti Shop
Bakeries,Simit Bakery
Donairs,Donair Town Robson
Japanese,Minami
Vietnamese,Hai Chi Em Modern Vietnamese Restaurant 
Breakfast & Brunch,OEB Breakfast Co. Ambleside
Breakfast & Brunch,Hunnybee
Ramen,ZUBU
Vietnamese,Chi Vegan
Japanese,Zakkushi Dining On Main
Portuguese,Nando's
Canadian (New),Arms Reach Bistro
Bistros,Wildeye Bistro
Korean,Disco Cheetah
Chinese,Dingding Restaurant
Chicken Shop,Le Coq Frit
Sushi Bars,Toshi Sushi
Pubs,Steamworks
Bakeries,Patisserie Lebeau
Cafes,Aroom Cafe
Italian,Nonna's Cucina
Japanese,Manpuku Bento
Lebanese,Jamjar Canteen
Breakfast & Brunch,Birds & the Beets
Bars,Slim's BBQ
Sandwiches,Chewie's Chicken & Biscuits
Chinese,Chopsticks & Bowls Noodle House
Bistros,Blue Hat Bistro
Italian,Dahlia
Korean,Han Sang
Indian,Tasty Indian Bistro
Cafes,Doughgirls
Mexican,Alimentaria Mexicana
Korean,Grab N Go
Sushi Bars,Green Leaf Sushi
Dim Sum,Dong Tai Xiang Shanghai Dim Sum
Indian,Rollzzy
Vietnamese,Wooden Fish
Diners,Lucy's Eastside Diner
Chinese,41 Noodle & Rice Pot House
Sushi Bars,Yuji's From Japan
Seafood,Papi's Seafood and Oyster Bar
Middle Eastern,Karakoram
Pizza,Pizzeria Ludica
Ramen,Tenton
Middle Eastern,East Is East
Soup,Vancouver Soup
Chinese,Noodle Arts
Italian,Frankie's Jazz Club
Beer Bar,Sector 7 Kitchen + Bar
Modern European,The Marquis
Beer Bar,CRAFT Beer Market
Pizza,Capo & The Spritz
Hot Pot,ChoCho Hot Pot
Malaysian,City 1 Cafe
Indian,Pawans Indian Kitchen
Lounges,The Locus
Breakfast & Brunch,Heritage Asian Eatery
Asian Fusion,Mandarin Hong Kong Cafe
Korean,Pelicana Chicken
Pizza,Minerva Restaurant
Korean,Kosoo Restaurant
Cafes,Cafe Orso
Japanese,Octopus Garden
Comfort Food,Bigsby the Bakehouse
Coffee & Tea,PappaRoti
Diners,Fable Diner and Bar
American,"Juke Fried Chicken, Ribs and Cocktail Bar"
Greek,Mnimes Restaurant & Bar
Bars,Corduroy
Cheese Shops,Duso's Italian Foods
Italian,Autostrada
Chinese,Chuan Yue
Seafood,Pink Peppercorn Seafood House
Korean,Royal Seoul House Korean Restaurant
Japanese,Sushi Hil
Seafood,Chewies Steam & Oyster Bar - Kits
Burgers,Hundy
Seafood,Dockside Restaurant
Korean,Jang Mo Jib
Seafood,Fishworks
German,The Tannenbaum Restaurant
Comfort Food,MeeT on Main
Canadian (New),The Butcher & Bullock
Cafes,Isetta Cafe Bistro
Chinese,Ho Yuen Cafe
Malaysian,Tropika On Cambie
Japanese,Sumo Grill
Hong Kong Style Cafe,Cha Kee
Vietnamese,Ong Ba
Salad,Hungry Guys Kitchen
Chinese,Dumpling House
Canadian (New),Hail Mary's
Breakfast & Brunch,Blvd Bistro
Japanese,Yuwa Japanese Cuisine
Korean,Mr Bro Korean Bistro & Izakaya
Taiwanese,Pearl House Restaurant
Food Trucks,Tokyo Katsu-Sand
Cafes,Feast & Fallow
Afghan,Jamila's Afghan Cuisine
Italian,Via Tevere Pizzeria
Pizza,Pudgie's Pizza & Pasta
Burgers,The Cordova
Fish & Chips,Troll's
Sushi Bars,Grab N Go
Donairs,Fresh Donair
Italian,In Vacanza Pastificio
Vietnamese,Van 168 Coffee
Canadian (New),Captains Room - Rogers Arena
Pizza,Per Se Social Corner
Sushi Bars,Yagoto Sushi Dining
Bakeries,New Town Bakery & Restaurant
Vietnamese,Pho Quynh Express
Irish,Johnnie Fox's Irish Pub
Korean,Nomnom Seoul
Italian,Enzo’s Rustico Romano
Cafes,Prospect Point
Asian Fusion,Kosoo Pocha At Sai Woo
Lounges,Stages Bistro & Lounge
Specialty Food,Preservatory Toast Bar
Ethiopian,Fassil Ethiopian Restaurant
Seafood,The Boathouse Restaurant
Vietnamese,Mr Red Cafe
Seafood,Salmon House On the Hill
Korean,Sooda Korean BBQ
Canadian (New),Earls Kitchen + Bar
Tapas Bars,D/6 Bar & Lounge
Pizza,Captain's Oven Pizza
Thai,Khao Thai By Legato
Bistros,The Second Floor Bistro
Persian/Iranian,Haida Sandwich
Fish & Chips,The Fish Counter
Tapas/Small Plates,The Living Room
Fish & Chips,Chefhyve
Japanese,Zakkushi on Denman
Lebanese,Qube By Dan Berro
Vietnamese,Pho Gold Train
Vegan,MILA Plant-Based
Irish Pub,Mahony's Tavern
Seafood,Provence Marinaside
Thai,Bao Down Gastropub + Raw bar
Lounges,Ocarina Bar & Lounge
Kebab,Granville Kebab & Poutine
Korean,88 Noodle House
Chinese,Z&W Shanghai
Noodles,One Noodle
Taiwanese,Big Bowl Rice
Mediterranean,Cafe FortyOne
Steakhouses,Gotham Steakhouse & Bar
Vietnamese,Tuan & Thuy Kitchen
Canadian (New),Oceans 999
Japanese,Saku
Barbeque,Bbq Chicken
Japanese,Tendon Kohaku
Sandwiches,The Bridge House Cafe
Breakfast & Brunch,Yolks
Pubs,The Morrissey Pub
Seafood,Hook Restaurant
Personal Chefs,9 Private Dining
Italian,InGrain Pastificio
Salad,Melville Cafe
French,Chez Michel
American,Tap & Barrel - Olympic Village
Chinese,Landmark Hotpot House
Salad,Birdies
Barbeque,Tenen
Cafes,The Northern Cafe and Grill
Sushi Bars,Sushi Bar Ajisai
Ramen,Horin Tonkotsu Ramen 
Vegan,The Acorn
Bakeries,Maxim's Restaurant
Singaporean,Mamalee Malaysian Delight
Comfort Food,Burgoo Bistro
Persian/Iranian,Cazba Persian Grill
Music Venues,LanaLou's
Coffee & Tea,Dalina
Japanese,Hoshi Japanese Cuisine
Italian,CinCin Ristorante + Bar
Korean,Hongdae Pocha Korean BBQ
Noodles,Uno Beef Noodle
Coffee & Tea,Nemesis Coffee
Ramen,Beest
Delis,Harvest Deli
Korean,Yook Korean Grilled BBQ & Bistro
Sandwiches,Smokehouse Sandwich
Noodles,Dan Dan Noodle
Japanese,Moltan Roll Bar + Sake
Hot Pot,Big Way Hot Pot
Mediterranean,Donair Spot
Food Trucks,Kyu Grill
Japanese,Kozu Sushi Pizza
Hot Pot,Crab Hot Lau
Indian,Saucin Staples
Japanese,River's Sushi
Diners,The Red Wagon
Ramen,Menya Itto
Japanese,Yanaki Sushi
Seafood,WestOak
Vietnamese,Merci Beaucoup Cafe
Chinese,Szechuan Chili
Salad,Field & Social
Ramen,Maruhachi Ra-Men
Mexican,Tacofino Ocho
Korean,Tae’s Korean Cuisine
Breakfast & Brunch,Paul's Omelettery Restaurant
Barbeque,Lu Lu BBQ
Ramen,ZUBU
Bars,The Story Cafe
Turkish,Simit Bakery
Japanese,Shizenya on Broadway
Japanese,Momiji Japanese Cuisine
Filipino,Symphonie Restaurant
Japanese,Sushi California
Indian,Curry Hut Indian Bistro
Noodles,Fa Ji Noodles
Japanese,Hachibei Japanese Restaurant
Comfort Food,The Beaver
Seafood,Smitty’s Oyster House
Chinese,Yu Xiang Yuan
Mediterranean,Anatoli Souvlaki
Fast Food,Blaze Gourmet Burgers
Indian,Mirchi Restaurant
Cafes,Mah Milk Bar
Japanese,Kisokoma
Chicken Shop,The DownLow Chicken Shack
Seafood,Seasons In the Park
Bubble Tea,Bubble Waffle Cafe
Latin American,Don Oso's
Tex-Mex,Gringo
Chinese,Twins Chinese Kitchen
Modern European,Dutch Wooden Shoe Cafe
Japanese,Shiro
Ramen,Ramen DANBO
Noodles,Wang's Shanghai Cuisine
Japanese,Vegan Shoku
Mexican,Los Cuervos Taqueria Y Cantina
Chinese,Café Gloucester
Korean,BBQ Chicken
Seafood,The Shellfish Shack
Sushi Bars,Ekki Sushi
Seafood,The Crab Shop
Korean,Nene Chicken
Noodles,Hon's Wonton House
Italian,Nook Shipyards
Bars,The Gull Bar + Kitchen
Cafes,Convivial Cafe and Bakery
Chinese,Ho Yuen Kee
Chinese,Me + Crepe
Restaurants,Harbourside Cafe
Sports Bars,Encore Suite
Indian,Monsoon Indian Restaurant
Indian,Urban Tadka
Dumplings,Dumpling King
Coffee & Tea,Deja Brew
Chinese,Healthy Noodle House
Vietnamese,Saigon Xua
Russian,Russian Spoon
Spanish,Union Latino’s
Vegetarian,The Arbor
Malaysian,Penang Bistro
Chinese,King's Wok
Sushi Bars,Avo House
Burgers,Bells and Whistles
Taiwanese,Rice Holic
Ramen,Tatchan Noodles
Malaysian,Green & Oak Malaysian Restaurant
Cafes,JJ's Fine Dining
Greek,The Greek
Fast Food,A&W
Chinese,Starlight Kitchen
Sports Bars,Shark Club
Vietnamese,Dang Anh Cafe
Sushi Bars,Pokérrito
Chicken Shop,Chicken Box
Gastropubs,Social
Thai,Siam Le Bien
Japanese,Tozen Sushi Bar
Greek,Sprig
Japanese,Guu Davie
Steakhouses,The Keg Steakhouse + Bar
Breweries,R&B Brewing
Barbeque,HK B.B.Q. Master
Chicken Shop,Chirpyhut Fried Chicken
Japanese,Sushi Sonoya
Barbeque,Tomahawk Barbeque
Thai,Thai Basil
Ramen,The Ramen Butcher
Persian/Iranian,Mani
Bakeries,Footo Croissant
Japanese,Kyuzo Japanese Restaurant
Pizza,Ignite Pizzeria Express
Breweries,Electric Bicycle Brewing
Burgers,Popina Canteen
Japanese,Mr. Sushi Main Street
Barbeque,The Yale Saloon
Korean,Na-Re Korean Kitchen
Japanese,Yugo Restaurant
Korean,Bibiko
Barbeque,Whiskey Six BBQ
Vegetarian,The Naam
Canadian (New),Aboki Grill
Noodles,Kwong Chow Congee & Noodle House
Coffee & Tea,The Golden Horn Turkish Bakery & Cafe
Ramen,Kintaro Ramen
Mediterranean,Donair Dude Granville
International Grocery,Aburi Market
Japanese,Tonton Sushi
Cafes,Caffè Artigiano
Ramen,Maruhachi Ra-men
Chinese,New Sun Restaurant
Hot Pot,Legendary Hot Pot
Desserts,Malaysia St
Canadian (New),Cactus Club Cafe
French,Centre Culturel Francophone De Vancouver - Ccfv
Bars,Lemon Fusion Kitchen and Bar
Creperies,La Petite Crepe
Bars,The Loft
Italian,Casa di Amici Restaurant
Cafes,JOY Cafe
Japanese,Kinkura Sushi + Sake
Mexican,Tequila Cocina
Pizza,Pizzamia Gourmet Pizza Bar
Sushi Bars,Sushi Bar Shu
Middle Eastern,Mr Shawarma
Canadian (New),Earls Kitchen + Bar
Cafes,The Garden Strathcona
