,0,1,county
571,-100.3987748,32.2719306,Nolan Texas
572,-92.6401816,31.947293,Winn Parish Louisiana
573,-101.8776577,35.3683354,Potter Texas
574,-84.5732006,33.9373948,Cobb Georgia
575,-84.1445952,33.0649401,Lamar Georgia
576,-89.8217717,31.2247688,Marion Mississippi
577,-81.6905558,41.4301347,Cuyahoga Ohio
578,-81.8980725,32.1613648,Evans Georgia
579,-84.2322943,30.867067,Grady Georgia
580,-101.3523356,37.9960049,Kearny Kansas
581,-92.5526386,31.1719886,Rapides Parish Louisiana
582,-121.493895,38.5810606,Sacramento California
583,-89.2390212,33.3569348,Choctaw Mississippi
584,-94.8186091,36.8223646,Ottawa Oklahoma
585,-114.286704,42.702266,Jerome Idaho
586,-95.6226184,36.7798848,Nowata Oklahoma
587,-79.3343041,33.4392245,Georgetown South Carolina
588,-100.2711772,36.2695629,Lipscomb Texas
589,-75.484116,39.1156594,Kent Delaware
590,-96.6263487,35.1705939,Seminole Oklahoma
591,-101.7565099,38.9073846,Wallace Kansas
592,-113.6059588,42.844092,Minidoka Idaho
593,-82.0580692,32.0252793,Tattnall Georgia
594,-97.8279576,29.6480061,Guadalupe Texas
595,-94.7802324,34.1450295,McCurtain Oklahoma
596,-82.1185847,30.8775388,Charlton Georgia
597,-89.3231269,33.9253624,Calhoun Mississippi
598,-82.4829338,31.1727229,Ware Georgia
599,-95.9690122,35.6677078,Okmulgee Oklahoma
600,-91.8487107,31.7294681,Catahoula Parish Louisiana
601,-87.922497,43.0349931,Milwaukee Wisconsin
602,-121.9175345,37.9034806,Contra Costa California
603,-78.3609662,35.0078434,Sampson North Carolina
604,-76.6944133,36.4412509,Gates North Carolina
605,-97.3375448,37.6922361,Wichita Kansas
606,-114.0184443,33.7923828,La Paz Arizona
607,-83.9548161,33.2825083,Butts Georgia
608,-90.4480916,31.4885409,Lincoln Mississippi
609,-85.6591442,40.5583739,Marion Indiana
610,-117.6916892,43.1023481,Malheur Oregon
611,-87.756525,41.8197385,Cook Illinois
612,-81.5830086,34.3266879,Newberry South Carolina
613,-96.6814853,34.707331,Pontotoc Oklahoma
614,-99.8507578,31.3102947,Concho Texas
615,-95.6680554,35.3630353,McIntosh Oklahoma
616,-119.6052459,45.360901,Morrow Oregon
617,-84.9745026,34.7969288,Whitfield Georgia
618,-103.8225695,40.2407621,Morgan Colorado
619,-81.744832,32.3846338,Bulloch Georgia
620,-101.8470215,33.5855677,Lubbock Texas
621,-94.8799011,47.9978537,Beltrami Minnesota
622,-118.498262,38.4815162,Mineral Nevada
623,-96.55561,28.9224028,Jackson Texas
624,-122.2855293,38.2971367,Napa California
625,-92.0019698,31.0471604,Avoyelles Parish Louisiana
626,-109.8685752,32.8397096,Graham Arizona
627,-99.3885277,31.1699604,McCulloch Texas
628,-117.162772,32.7174202,San Diego California
629,-75.635738,38.3888688,Wicomico Maryland
630,-112.8869775,42.6769078,Power Idaho
631,-92.16876,33.4494147,Bradley Arkansas
632,-109.8181858,31.8514532,Cochise Arizona
633,-77.9320171,34.9464988,Duplin North Carolina
634,-121.99059,37.050096,Santa Cruz California
635,-90.4315754,30.6323024,Tangipahoa Parish Louisiana
636,-95.1115771,35.2084387,Haskell Oklahoma
637,-83.3557816,33.9458693,Clarke Georgia
638,-97.4379552,28.6467776,Goliad Texas
639,-77.3231405,35.0306301,Jones North Carolina
640,-101.4811312,31.8640224,Glasscock Texas
641,-75.662956,39.6159851,New Castle Delaware
642,-96.401338,36.6189659,Osage Oklahoma
643,-106.7172844,39.6161124,Eagle Colorado
644,-99.9779922,31.8282551,Runnels Texas
645,-81.812335345679,28.144759999999998,Lake Tennessee
646,-89.1636245,31.6058959,Jones Mississippi
647,-79.14438465,37.413690700000004,Lynchburg city Virginia
648,-105.4158806,33.7525727,Lincoln New Mexico
649,-84.5501874,39.2085354,Hamilton Ohio
650,-84.2904968,32.8641062,Upson Georgia
651,-97.3158457,29.0931328,DeWitt Texas
652,-82.8408412,34.1194318,Elbert Georgia
653,-91.7160969,33.5716907,Drew Arkansas
654,-77.43428,37.5385087,Richmond Virginia
655,-77.6705008,39.0984586,Loudoun Virginia
656,-105.0218531,37.7013983,Huerfano Colorado
657,-100.2564532,35.8293476,Hemphill Texas
658,-121.6475587,45.5311636,Hood River Oregon
659,-104.150169,30.7018281,Jeff Davis Texas
660,-88.88725624639629,36.52355205,Fulton Kentucky
661,-86.7857862,36.189724,Davidson Tennessee
662,-97.7561392,30.2878569,Travis Texas
663,-80.2415712,36.1476399,Forsyth North Carolina
664,-99.7073621,33.5871385,Knox Texas
665,-74.7033717,40.2807177,Mercer New Jersey
666,-78.6523968,37.0416273,Charlotte Virginia
667,-84.737836,31.1591063,Miller Georgia
668,-89.4175416,35.1739357,Fayette Tennessee
669,-89.9730381,30.4243909,St. Tammany Parish Louisiana
670,-95.4033122,34.4098497,Pushmataha Oklahoma
671,-99.0053027,44.5405047,Hand South Dakota
672,-81.7720522,34.0015232,Saluda South Carolina
673,-85.8023774,32.8595687,Tallapoosa Alabama
674,-96.9262126,31.2320941,Falls Texas
675,-78.2787229,36.1028596,Franklin North Carolina
676,-84.4953763,33.3899269,Fayette Georgia
677,-88.1577725,38.0632329,White Illinois
678,-91.442465,29.692329,St. Mary Parish Louisiana
679,-84.3041074,39.5589474,Franklin Ohio
680,-132.0432552,56.2045673,Wrangell City and Borough Alaska
681,-95.4993375,29.18161,Brazoria Texas
682,-115.090737,36.3467726,Clark Nevada
683,-82.3488057,27.9184543,Hillsborough Florida
684,-83.8712801,31.524179,Worth Georgia
685,-88.2019828,31.3991238,Washington Alabama
686,-100.7614115,33.6170056,Dickens Texas
687,-104.4835287,40.5632344,Weld Colorado
688,-99.8320637,30.8573562,Menard Texas
689,-108.5772551,43.0293336,Fremont Wyoming
690,-85.2654592,31.1355603,Houston Alabama
691,-77.2836849,38.8156356,Fairfax Virginia
692,-119.6075365,47.7652709,Douglas Washington
693,-121.8622122,47.4873376,King Washington
694,-100.2178972,33.588178,King Texas
695,-82.4364036,34.2264946,Abbeville South Carolina
696,-92.5628442,32.2932692,Jackson Parish Louisiana
697,-91.0533996,29.9185432,Assumption Parish Louisiana
698,-97.4314413,31.0081659,Bell Texas
699,-87.4821986,41.6466574,Lake Indiana
700,-89.8351486,36.2104949,Pemiscot Missouri
701,-88.4248315,41.923434,Kane Illinois
702,-83.2624513,31.5730108,Irwin Georgia
703,-77.362363,38.0320305,Caroline Virginia
704,-99.8505693,40.8776438,Dawson Nebraska
705,-100.8840421,37.5611249,Haskell Kansas
706,-91.2229851,35.1714574,Woodruff Arkansas
707,-107.8776144,39.5462048,Garfield Colorado
708,-90.0721467,30.8337523,Washington Parish Louisiana
709,-76.0995677,38.3930694,Dorchester Maryland
710,-83.6014187,37.9357602,Menifee Kentucky
711,-97.335696,32.7513658,Tarrant Texas
712,-96.5478826,29.6099609,Colorado Texas
713,-81.753725,31.7704898,Long Georgia
714,-91.6778053,32.1254252,Franklin Parish Louisiana
715,-78.9882995,36.3967816,Person North Carolina
716,-99.2233284,30.705029,Mason Texas
717,-103.8668414,46.9317944,Golden Valley North Dakota
718,-83.3414172,33.3231504,Putnam Georgia
719,-103.8263042,38.3394806,Crowley Colorado
720,-92.5143633,33.5556787,Calhoun Arkansas
721,-121.2463145,44.6072499,Jefferson Oregon
722,-91.6081116,30.1811426,St. Martin Parish Louisiana
723,-102.3392806,41.6440533,Garden Nebraska
724,-74.6189556,40.5675084,Somerset New Jersey
725,-83.6491695,36.7370344,Bell Kentucky
726,-98.5122907,40.8627335,Hall Nebraska
727,-82.6923467,30.8938781,Clinch Georgia
728,-100.2669137,34.9487017,Collingsworth Texas
729,-82.3299928,32.1296839,Toombs Georgia
730,-92.4217813,30.6976776,Evangeline Parish Louisiana
731,-83.8194028,34.2905901,Hall Georgia
732,-81.6182086,33.5723191,Aiken South Carolina
733,-81.4801073,31.6338288,Jones Georgia
734,-83.3311795,32.4305311,Bleckley Georgia
735,-94.243888,33.9867858,Sevier Arkansas
736,-93.8658707666582,33.318142,Miller Arkansas
737,-118.499497,34.0265215,Lincoln Idaho
738,-93.3434067,30.2232015,Calcasieu Parish Louisiana
739,-90.1293894,29.8502657,Jefferson Parish Louisiana
740,-99.8358205,34.7486602,Harmon Oklahoma
741,-135.4596206,57.4086082,Sitka City and Borough Alaska
742,-114.8286924,43.0031041,Gooding Idaho
743,-98.5309487,41.8998069,Wheeler Nebraska
744,-81.8244232,27.190253,DeSoto Florida
745,-110.2261158,47.0159821,Judith Basin Montana
746,-81.5012681,31.2171726,Glynn Georgia
747,-98.527388,31.9130171,Comanche Texas
748,-100.980073,31.2931196,Irion Texas
749,-79.9399309,32.7884363,Charleston South Carolina
750,-96.947708,28.1987876,Aransas Texas
751,-103.0964287,37.9421152,Bent Colorado
752,-69.2127109,44.1773049,Knox Maine
753,-92.0710624,30.2141462,Lafayette Parish Louisiana
754,-85.2063186,30.8013861,Jackson Florida
755,-93.3285187,32.6358137,Webster Parish Louisiana
756,-94.4479626,33.4198886,Bowie Texas
757,-84.6428564,46.3111149,Chippewa Michigan
758,-107.2569421,33.1165937,Sierra New Mexico
759,-82.8405691,31.5301809,Coffee Georgia
760,-76.4723233,37.7625738,Lancaster Virginia
761,-88.6429687,31.2049136,Greene Mississippi
762,-73.7907554,41.1763139,Westchester New York
763,-81.3794941,26.087964,Collier Florida
764,-85.2447377,31.4838041,Henry Alabama
765,-69.5351337,44.1137571,Lincoln Maine
766,-100.20676557187427,34.519656850000004,Childress Texas
767,-91.7295595,33.1742582,Ashley Arkansas
768,-86.3244009,31.6809362,Crenshaw Alabama
769,-93.198963,34.0541966,Clark Arkansas
770,-103.4507022,46.4464651,Slope North Dakota
771,-110.68128894247536,33.74135485,Gila Arizona
772,-76.1253302,35.3935017,Hyde North Carolina
773,-89.1313136,30.4553392,Harrison Mississippi
774,-98.2690787,29.7979704,Comal Texas
775,-98.8397049,31.122268,San Saba Texas
776,-86.8713913,40.7422434,White Indiana
777,-112.49123,33.34883,Maricopa Arizona
778,-86.5675095,34.7736807,Madison Alabama
779,-99.3884839,30.045717,Kerr Texas
780,-90.1743742,42.3506664,Jo Daviess Illinois
781,-95.7527672,43.6634212,Nobles Minnesota
782,-121.3556818,39.2839755,Yuba California
783,-82.8839362,31.3030105,Atkinson Georgia
784,-120.6276904,47.8012197,Chelan Washington
785,-131.011963,55.489748,Ketchikan Gateway Borough Alaska
786,-89.3336141,36.837087,Mississippi Missouri
787,-81.3366149,38.6943369,Roane West Virginia
788,-96.6060984,33.1609629,Collin Texas
789,-79.9070461,33.1595951,Berkeley South Carolina
790,-80.3431133,33.0756291,Dorchester South Carolina
791,-99.2220208,45.4163408,Edmunds South Dakota
792,-90.1910154,38.6280278,St. Louis Missouri
793,-96.017838,34.3284948,Atoka Oklahoma
794,-91.1263198,41.7608608,Cedar Iowa
795,-82.539273,32.0839135,Montgomery Georgia
796,-92.4479108,35.2048883,Arkansas Arkansas
797,-69.8654643,43.9900158,Sagadahoc Maine
798,-116.7017144,43.6435692,Canyon Idaho
799,-95.7625858,34.9327085,Pittsburg Oklahoma
800,-99.8280905,29.7949383,Real Texas
801,-75.4001639,39.9194117,Delaware Pennsylvania
802,-75.6743538,37.7422207,Accomack Virginia
803,-113.5777087,42.2219306,Cassia Idaho
804,-77.08559408484705,38.824341700000005,Alexandria city Virginia
805,-77.3005455,38.8506152,Fairfax city Virginia
806,-93.0949501,45.0165728,Ramsey Minnesota
807,-110.367651,47.8835499,Chouteau Montana
808,-98.3406673,43.3969325,Douglas South Dakota
809,-83.4331569,31.1455115,Cook Georgia
810,-77.46665564423166,38.30161615,Fredericksburg city Virginia
811,-90.3303344,39.0848464,Jersey Illinois
812,-111.4426212,32.8085851,Pinal Arizona
813,-118.2024818,41.429394,Humboldt Nevada
814,-90.7750181,35.3001216,Cross Arkansas
815,-101.082432,41.5621689,McPherson Nebraska
816,-117.4074712,36.5595325,Inyo California
817,-87.7838526,39.3260541,Clark Illinois
818,-80.1990826,37.4760225,Craig Virginia
819,-95.9507234,30.9551586,Madison Texas
820,-94.6370354,43.9736055,Watonwan Minnesota
821,-83.7696152,31.1803601,Colquitt Georgia
822,-109.1714312,46.3040364,Golden Valley Montana
823,-118.9398758,37.9533927,Mono California
824,-81.9944042,34.4646451,Laurens South Carolina
825,-118.4834362,48.4736934,Ferry Washington
826,-88.3876368,46.6354348,Baraga Michigan
827,-88.1552371,39.0082423,Jasper Illinois
828,-94.35835090354078,39.0355211,Jackson Missouri
829,-85.3077038,32.5814796,Lee Alabama
830,-77.578509,37.3859982,Chesterfield Virginia
831,-91.1468287,45.8731634,Sawyer Wisconsin
832,-69.1365185,44.4870161,Waldo Maine
833,-99.8199792,30.4744131,Kimble Texas
834,-88.2423795,39.2744299,Cumberland Illinois
835,-83.7073043,37.6001442,Lee Kentucky
836,-85.0336698,46.085237,Mackinac Michigan
837,-96.6752298,34.31888,Johnston Oklahoma
838,-74.0563254,40.9678345,Bergen New Jersey
839,-95.5522823,30.6795741,Walker Texas
840,-95.1127525,42.7445814,Buena Vista Iowa
841,-100.7892236,35.3711816,Gray Texas
842,-122.8473388,38.5110803,Sonoma California
843,-115.5978843,44.7475094,Valley Idaho
844,-84.1351617,36.3865389,Campbell Tennessee
845,-96.3154827,33.95386,Bryan Oklahoma
846,-76.5156945,37.2230374,York Virginia
847,-118.7671122,45.6416995,Umatilla Oregon
848,-99.2085961,34.0265157,Wilbarger Texas
849,-134.58019300175383,58.3566191,Juneau City and Borough Alaska
850,-74.6632883,39.5143268,Atlantic New Jersey
851,-85.286641,36.3396292,Overton Tennessee
852,-83.9913882,37.4200233,Jackson Kentucky
853,-98.4485103,34.6557505,Comanche Oklahoma
854,-93.1843025,29.888055,Cameron Parish Louisiana
855,-98.9086643,30.2954086,Gillespie Texas
856,-78.6118311,35.7979355,Wake North Carolina
857,-95.6258199,31.7819242,Anderson Texas
858,-95.3811884,42.020579,Crawford Iowa
859,-98.7258845,29.943885,Kendall Texas
860,-102.458253,40.0163487,Yuma Colorado
861,-88.2552987,40.4980955,Ford Illinois
862,-91.7547858,44.4073658,Buffalo Wisconsin
863,-99.7199972,33.1542164,Haskell Texas
864,-80.5669895,34.3334398,Kershaw South Carolina
865,-102.6145811,35.8418438,Hartley Texas
866,-82.5893052,36.7117473,Scott Virginia
867,-76.7248143,36.8953677,Isle of Wight Virginia
868,-122.7203248,44.8964425,Marion Oregon
869,-104.984862,39.7392364,Denver Colorado
870,-75.8876014,36.5943204,Virginia Beach city Virginia
871,-83.4039128,38.1822638,Rowan Kentucky
872,-83.2943551,37.5248869,Breathitt Kentucky
873,-91.7362195,40.3962004,Clark Missouri
874,-87.3564255,40.3424546,Warren Indiana
875,-83.9044159,33.0142344,Monroe Georgia
876,-89.4664677,34.3519035,Lafayette Mississippi
877,-68.2994753,44.7135397,Hancock Maine
878,-85.0563234,39.4149034,Franklin Indiana
879,-82.1147841,36.9251814,Russell Virginia
880,-76.7567355,38.1153203,Westmoreland Virginia
881,-101.6931758,40.5217576,Chase Nebraska
882,-86.4880717,38.8400395,Lawrence Indiana
883,-81.6584708,38.818099,Jackson West Virginia
884,-98.0470062,40.8569853,Hamilton Nebraska
885,-96.7619968,38.9885445,Geary Kansas
886,-75.440289,43.7344277,Lewis New York
887,-98.6182042,44.0797601,Jerauld South Dakota
888,-87.1227088,32.971079,Bibb Alabama
889,-98.99384,41.2206877,Sherman Nebraska
890,-96.5079742,31.0339058,Robertson Texas
891,-99.9130572,38.9289979,Trego Kansas
892,-117.417282,47.674777,Washington Indiana
893,-80.4289537,38.4844995,Webster West Virginia
894,-100.3811922,32.7090882,Fisher Texas
895,-91.3621282,42.4663805,Delaware Iowa
896,-87.3451089,30.6625885,Escambia Florida
897,-90.4753685,39.6333408,Scott Illinois
898,-76.8794158,37.7196754,King and Queen Virginia
899,-83.0973211,36.6841272,Lee Virginia
900,-75.1198911,39.9448402,Camden New Jersey
901,-113.8808311,43.3336455,Blaine Idaho
902,-123.4126399,39.3176491,Mendocino California
903,-77.254256,41.7741691,Tioga Pennsylvania
904,-97.2684063,34.9550817,Oklahoma Oklahoma
905,-89.4201902,38.3662806,Washington Illinois
906,-122.2015529,40.1251334,Tehama California
907,-83.9903969,34.8180274,Union Georgia
908,-90.3794968,29.8883177,St. Charles Parish Louisiana
909,-96.4985456,32.0279525,Navarro Texas
910,-80.8337157,25.0405135,Monroe Florida
911,-84.1512134,36.7324324,Whitley Kentucky
912,-111.0465825,48.5608235,Liberty Montana
913,-84.1148273,37.1000973,Laurel Kentucky
914,-80.4494174,26.6279798,Palm Beach Florida
915,-111.3198808,42.2172123,Bear Lake Idaho
916,-83.4868591,37.7430509,Wolfe Kentucky
917,-103.5663536,31.8364044,Loving Texas
918,-72.1083608591196,44.46383305,Caledonia Vermont
919,-106.9487371,47.2403675,Garfield Montana
920,-97.2189254,31.5487691,McLennan Texas
921,-95.6190889,36.3781607,Rogers Oklahoma
922,-101.1875029,34.4795161,Briscoe Texas
923,-92.7808666,42.4132701,Grundy Iowa
924,-72.9724768,43.6084792,Rutland Vermont
925,-99.4501721,46.4650338,Logan North Dakota
926,-116.1590085,42.4677336,Owyhee Idaho
927,-90.5721889,38.267166,Jefferson Missouri
928,-93.3427643,41.0147422,Lucas Iowa
929,-82.3954479,30.044304,Union Florida
930,-82.2044367,39.6370289,Perry Ohio
931,-83.039044,37.6859873,Magoffin Kentucky
932,-97.175536,40.5079612,Saline Nebraska
933,-75.6048728,40.6096215,Lehigh Pennsylvania
934,-114.015407,43.6447642,Idaho Idaho
935,-84.3254309,37.3885959,Rockcastle Kentucky
936,-82.0930776,32.4146577,Candler Georgia
937,-92.3965311,40.7474784,Davis Iowa
938,-92.3445222,36.2820691,Baxter Arkansas
939,-85.4943058,39.2862128,Decatur Indiana
940,-76.39650629957917,37.121812899999995,Poquoson city Virginia
941,-84.6109122,40.4367866,Mercer Ohio
942,-100.4904955,36.7621116,Beaver Oklahoma
943,-84.92623131457722,36.360098,Fentress Tennessee
944,-81.1078783,39.7157533,Monroe Ohio
945,-119.0565278,44.464824,Grant Oregon
946,-82.9568899,36.429878,Hawkins Tennessee
947,-97.7436995,30.2711286,Austin Texas
948,-80.6503396,39.6092584,Wetzel West Virginia
949,-100.0072972,45.4043853,Walworth South Dakota
950,-96.969909,35.1783637,Pottawatomie Oklahoma
951,-97.6036812,42.2591262,Pierce Nebraska
952,-69.8250659,44.4184616,Kennebec Maine
953,-94.9852858,32.9723128,Camp Texas
954,-84.3689142,38.6914606,Pendleton Kentucky
955,-96.2629022,40.1223248,Pawnee Nebraska
956,-102.5402407,36.7475509,Cimarron Oklahoma
957,-89.4877278,32.0018336,Smith Mississippi
958,-76.4836686,37.9314992,Northumberland Virginia
959,-80.7012614,38.699643,Braxton West Virginia
960,-72.6063441,42.1285315,Hampden Massachusetts
961,-81.9421666,36.740236,Washington Virginia
962,-98.5527272,31.4861082,Mills Texas
963,-98.9354765,34.3835721,Tillman Oklahoma
964,-81.3558282,39.0287156,Wirt West Virginia
965,-88.4197678,38.4251958,Wayne Illinois
966,-99.7322571,34.2510707,Hardeman Texas
967,-103.7088303,41.8555787,Scotts Bluff Nebraska
968,-81.9304045,40.5840117,Holmes Ohio
969,-94.344488,32.7931661,Marion Texas
970,-88.806738,45.625108,Forest Wisconsin
971,-84.9581728,38.9480496,Ohio Indiana
972,-80.0135627,39.1218129,Barbour West Virginia
973,-82.8159642,37.8397984,Johnson Kentucky
974,-83.8545725,36.8934427,Knox Kentucky
975,-99.1739778,45.0743643,Faulk South Dakota
976,-82.6089043,39.0131871,Jackson Ohio
977,-99.8941094,43.3235158,Tripp South Dakota
978,-93.5737817,40.1075648,Grundy Missouri
979,-73.06227032277991,44.5230418,Essex Vermont
980,-70.6546639,43.4229305,York Maine
981,-84.1346212,31.7620158,Lee Georgia
982,-94.1751389,31.3970365,San Augustine Texas
983,-81.5364932,37.5969073,Wyoming West Virginia
984,-78.8624963,35.388093,Harnett North Carolina
985,-100.283259,34.0573118,Cottle Texas
986,-92.3910295,32.8385899,Union Parish Louisiana
987,-109.3579352,45.6540259,Stillwater Montana
988,-72.3763533,43.9950352,Orange Vermont
989,-76.8115168,40.398036,Dauphin Pennsylvania
990,-85.664528,38.1787175,Jefferson Kentucky
991,-99.8606106,32.7135946,Jones Texas
992,-111.714358,39.4225192,Utah Utah
993,-87.3786221,36.4803824,Montgomery Tennessee
994,-111.6052607,42.780196,Caribou Idaho
995,-91.4394994,47.6348022,Lake Minnesota
996,-83.9407279,37.6896864,Estill Kentucky
997,-83.0611404,39.1056387,Pike Ohio
998,-94.7856262,30.0856736,Liberty Texas
999,-100.2632764,35.3921902,Wheeler Texas
1000,-118.2920279,34.0401212,Washington Vermont
1001,-99.4608177,41.9075834,Loup Nebraska
1002,-82.359691,37.1226368,Dickenson Virginia
1003,-96.3497772,30.6993189,Brazos Texas
1004,-87.7340364,39.6714952,Edgar Illinois
1005,-91.9151975,36.766989,Howell Missouri
1006,-80.770707,38.2784261,Nicholas West Virginia
1007,-79.5907978,38.3841897,Highland Virginia
1008,-68.5957766,45.2930166,Penobscot Maine
1009,-85.0212356,40.4370864,Jay Indiana
1010,-97.0475803,34.4935341,Murray Oklahoma
1011,-91.8708392,38.4637283,Osage Missouri
1012,-81.1545062,39.370369,Pleasants West Virginia
1013,-87.5329747,44.7615925,Door Wisconsin
1014,-106.9311267,37.6584133,Mineral Colorado
1015,-82.9907823,35.5456202,Haywood North Carolina
1016,-78.008448,37.3319664,Amelia Virginia
1017,-78.2592246,39.5455257,Morgan West Virginia
1018,-85.4731911,39.6220357,Rush Indiana
1019,-84.5095507,36.4380433,Scott Tennessee
1020,-94.6852153,34.8782244,Le Flore Oklahoma
1021,-77.6215085,40.6099183,Mifflin Pennsylvania
1022,-94.7392197,33.0738633,Morris Texas
1023,-81.5076569,36.4393554,Ashe North Carolina
1024,-92.8792111,37.2895151,Webster Missouri
1025,-75.6130279,42.4784565,Chenango New York
1026,-103.7433155,41.5584661,Banner Nebraska
1027,-82.3640109,29.675568,Alachua Florida
1028,-119.6527477,48.5158513,Okanogan Washington
1029,-98.8200722,32.6944793,Stephens Texas
1030,-83.0039034,38.3199171,Carter Kentucky
1031,-119.6131606,40.5849048,Washoe Nevada
1032,-78.4766781,38.029306,Charlottesville city Virginia
1033,-93.3036786,38.2930723,Benton Missouri
1034,-93.8406302,37.4323036,Dade Missouri
1035,-88.6029006,39.0520902,Effingham Illinois
1036,-83.8451468,36.2979687,Union Tennessee
1037,-94.4159527,40.2044898,Gentry Missouri
1038,-80.5192225,37.5585821,Monroe West Virginia
1039,-72.2595811,44.8680836,Orleans Vermont
1040,-72.6714363,44.6090486,Lamoille Vermont
1041,-110.8988278,46.6305891,Meagher Montana
1042,-85.4450289,35.6793776,Van Buren Tennessee
1043,-95.3676974,29.7589382,Houston Texas
1044,-91.928925,38.1683782,Maries Missouri
1045,-83.9147925,42.5924563,Livingston Michigan
1046,-77.295025,42.8580624,Ontario New York
1047,-120.375716,35.3540209,San Luis Obispo California
1048,-84.2641951,40.5942186,Auglaize Ohio
1049,-84.593893,37.1124781,Pulaski Kentucky
1050,-70.2581692,43.7966548,Cumberland Maine
1051,-88.8177418,35.6144446,Jackson Tennessee
1052,-115.3272864,41.1958128,Elko Nevada
1053,-83.6786377,36.4673161,Claiborne Tennessee
1054,-83.0768357,31.029016,Lanier Georgia
1055,-93.1010141,41.3144108,Marion Iowa
1056,-81.7268789,27.9448537,Polk Florida
1057,-98.5174349,41.227424,Howard Nebraska
1058,-98.1639199,33.2127019,Jack Texas
1059,-70.7782375,44.4694529,Oxford Maine
1060,-77.9022292,41.7302743,Potter Pennsylvania
1061,-92.071021,39.8004535,Shelby Missouri
1062,-81.5185967,39.2054823,Wood West Virginia
1063,-78.626009,41.437362,Elk Pennsylvania
1064,-86.8508562,39.2984518,Owen Indiana
1065,-80.457904,27.3900897,St. Lucie Florida
1066,-90.4915874,45.2057106,Taylor Wisconsin
1067,-91.0841241,38.4021095,Franklin Missouri
1068,-111.2123631,41.661286,Rich Utah
1069,-93.9845199,40.337172,Harrison Missouri
1070,-81.9150148,38.4939687,Putnam West Virginia
1071,-92.7886576,30.2575503,Jefferson Davis Parish Louisiana
1072,-100.4550901,40.1686191,Red Willow Nebraska
1073,-97.1718432,39.3615169,Clay Kansas
1074,-87.214144,38.4159433,Pike Indiana
1075,-124.216879,42.4265426,Curry Oregon
1076,-83.5051522,33.5793193,Morgan Georgia
1077,-119.7575628,39.1698022,Carson City Nevada
1078,-88.4910693,38.7340694,Clay Illinois
1079,-88.23783528339774,37.4999684,Hardin Illinois
1080,-71.4530581,43.5218848,Belknap New Hampshire
1081,-83.9825337,32.7212675,Crawford Georgia
1082,-91.3156445,37.9920098,Crawford Missouri
1083,-98.047997,40.1621285,Nuckolls Nebraska
1084,-74.00783122512726,41.3558443,Orange New York
1085,-83.8718694,44.0608193,Arenac Michigan
1086,-97.3568623,32.3766071,Johnson Texas
1087,-93.5959786,32.6676663,Bossier Parish Louisiana
1088,-85.001244,41.3991456,DeKalb Indiana
1089,-93.0219376,37.6832712,Dallas Missouri
1090,-79.2496976,39.544087,Garrett Maryland
1091,-87.1025862,39.3864958,Clay Indiana
1092,-97.54136640081376,41.538537500000004,Platte Nebraska
1093,-104.4366483,46.3291957,Fallon Montana
1094,-82.3855722,37.4512431,Pike Kentucky
1095,-87.4635672,39.8763626,Vermillion Indiana
1096,-94.8532848,32.4492408,Gregg Texas
1097,-82.8451698,37.1208843,Letcher Kentucky
1098,-96.7200995,36.3151645,Pawnee Oklahoma
1099,-94.3800151,37.8639924,Vernon Missouri
1100,-88.0742387,47.3876058,Keweenaw Michigan
1101,-84.2854817,39.6837328,Montgomery Ohio
1102,-83.8836555,38.9092542,Brown Ohio
1103,-93.7945456,38.0592942,St. Clair Missouri
1104,-93.3122705,41.9216734,Iowa Iowa
1105,-81.8823135,26.5999265,Lee Florida
1106,-96.6671385,43.998215,Moody South Dakota
1107,-85.8315666,33.7514505,Calhoun Alabama
1108,-82.5469722,39.4644491,Hocking Ohio
1109,-92.0312818,35.5298937,Cleburne Arkansas
1110,-85.7106606,35.3697894,Grundy Tennessee
1111,-92.7098744,35.9018987,Searcy Arkansas
1112,-93.9888262,39.3661726,Ray Missouri
1113,-92.4916144,35.5759086,Van Buren Arkansas
1114,-91.4685617,43.6624222,Houston Minnesota
1115,-90.9104547,40.8156124,Henderson Illinois
1116,-87.5014545,36.8778665,Christian Kentucky
1117,-84.0153581,38.3287954,Nicholas Kentucky
1118,-101.0605971,40.5335592,Hayes Nebraska
1119,-77.4579783,38.4167265,Stafford Virginia
1120,-88.3264641,36.8624306,Marshall Kentucky
1121,-84.9820997,39.1340338,Dearborn Indiana
1122,-86.1924103,36.7528961,Allen Kentucky
1123,-92.1527305,40.4479304,Scotland Missouri
1124,-86.4953216,38.5421361,Orange Indiana
1125,-83.9567881,45.3375258,Presque Isle Michigan
1126,-88.7886278,39.3665064,Shelby Illinois
1127,-80.0403265,39.3280857,Taylor West Virginia
1128,-79.1547643,35.4691746,Lee North Carolina
1129,-87.2497418,40.125252,Fountain Indiana
1130,-84.2715585,34.8867955,Fannin Georgia
1131,-99.425665,40.5078647,Phelps Nebraska
1132,-80.8873655,27.3923408,Okeechobee Florida
1133,-84.1356771,34.4077085,Dawson Georgia
1134,-99.4349368,40.1617382,Harlan Nebraska
1135,-92.4575198,36.6467816,Ozark Missouri
1136,-111.8860648,41.2728039,Weber Utah
1137,-90.4809149,37.1129133,Wayne Missouri
1138,-90.1334393,42.9732457,Iowa Wisconsin
1139,-92.8598049,30.6558242,Allen Parish Louisiana
