"Special Interest Profile, 2021 Census of Population"
"Geography: Vancouver (City), British Columbia [Census subdivision]"
"Ethnic or cultural origin (101): Total - Ethnic or cultural origin"
"Age (8): Total - Age"

"Topic","Characteristic","Note","Total - Gender (1)","Total - Gender_Symb","Men+ (2)","Men+_Symb","Women+ (3)","Women+_Symb",
"Ethnic or cultural origin","  Lebanese",,  1780,"",   955,"",   825,"",
"Ethnic or cultural origin","  Iranian",,  9440,"",  4750,"",  4685,"",
"Ethnic or cultural origin","  Christian, n.i.e.",116,  1695,"",   825,"",   870,"",
"Ethnic or cultural origin","  Danish",,  4890,"",  2480,"",  2410,"",
"Ethnic or cultural origin","  North American Indigenous, n.o.s.",117,  1715,"",   820,"",   900,"",
"Ethnic or cultural origin","  Sikh",,  3225,"",  1635,"",  1590,"",
"Ethnic or cultural origin","  Austrian",,  4705,"",  2215,"",  2490,"",
"Ethnic or cultural origin","  Belgian",,  2165,"",  1050,"",  1110,"",
"Ethnic or cultural origin","  Haitian",,   195,"",   100,"",    95,"",
"Ethnic or cultural origin","  Hindu",,  2685,"",  1475,"",  1215,"",
"Ethnic or cultural origin","  Mexican",,  7855,"",  4055,"",  3795,"",
"Ethnic or cultural origin","  Mennonite",,  1860,"",   925,"",   930,"",
"Ethnic or cultural origin","  Swiss",,  2790,"",  1365,"",  1420,"",
"Ethnic or cultural origin","  Finnish",,  2775,"",  1370,"",  1405,"",
"Ethnic or cultural origin","  Sri Lankan",,  1870,"",   940,"",   925,"",
"Ethnic or cultural origin","  Croatian",,  3580,"",  1815,"",  1760,"",
"Ethnic or cultural origin","  Japanese",, 13320,"",  5375,"",  7940,"",
"Ethnic or cultural origin","  South Asian, n.o.s.",118,  2460,"",  1170,"",  1295,"",
"Ethnic or cultural origin","  Mi'kmaq, n.o.s.",119,   430,"",   205,"",   225,"",
"Ethnic or cultural origin","  Northern European, n.o.s.",120,  2840,"",  1365,"",  1480,"",
"Ethnic or cultural origin","  Muslim",,   885,"",   485,"",   395,"",
"Ethnic or cultural origin","  Egyptian",,  1125,"",   650,"",   475,"",
"Ethnic or cultural origin","  Latin, Central or South American, n.o.s.",121,  2830,"",  1415,"",  1415,"",
"Ethnic or cultural origin","  Tamil",,  1040,"",   570,"",   465,"",
"Ethnic or cultural origin","  Icelandic",,  2530,"",  1220,"",  1305,"",
"Ethnic or cultural origin","  Colombian",,  1740,"",   895,"",   840,"",
"Ethnic or cultural origin","  Moroccan",,   545,"",   280,"",   260,"",
"Ethnic or cultural origin","  Czech",,  2820,"",  1375,"",  1445,"",
"Ethnic or cultural origin","  Syrian",,   765,"",   385,"",   385,"",
"Ethnic or cultural origin","  Guyanese",,   460,"",   235,"",   220,"",
"Ethnic or cultural origin","  Afghan",,   655,"",   335,"",   320,"",
"Ethnic or cultural origin","  Black, n.o.s.",122,   695,"",   435,"",   260,"",
"Ethnic or cultural origin","  Serbian",,  2935,"",  1475,"",  1455,"",
"Ethnic or cultural origin","  Ojibway",,   440,"",   230,"",   215,"",
"Ethnic or cultural origin","  Newfoundlander",,   355,"",   190,"",   165,"",
"Ethnic or cultural origin","  Hong Konger",,  8565,"",  4045,"",  4515,"",
"Ethnic or cultural origin","  Ontarian",,   360,"",   170,"",   190,"",
"Ethnic or cultural origin","  Persian",,  3510,"",  1785,"",  1725,"",
"Ethnic or cultural origin","  Trinidadian/Tobagonian",,   770,"",   370,"",   400,"",
"Ethnic or cultural origin","  Turkish",,  2350,"",  1210,"",  1140,"",
"Ethnic or cultural origin","  Inuit, n.o.s.",123,   140,"",    55,"",    90,"",
"Ethnic or cultural origin","  Bangladeshi",,   930,"",   505,"",   430,"",
"Ethnic or cultural origin","  Algerian",,   255,"",   145,"",   105,"",
"Ethnic or cultural origin","  Brazilian",,  3785,"",  1825,"",  1955,"",
"Ethnic or cultural origin","  Nigerian",,   430,"",   220,"",   215,"",
"Ethnic or cultural origin","  Armenian",,   755,"",   370,"",   385,"",
"Ethnic or cultural origin","  Slovak",,  1710,"",   790,"",   915,"",
"Ethnic or cultural origin","  Eastern European, n.o.s.",124,  2070,"",   890,"",  1175,"",
"Ethnic or cultural origin","  Somali",,   300,"",   170,"",   125,"",
"Ethnic or cultural origin","  Taiwanese",,  9350,"",  4165,"",  5190,"",
"Ethnic or cultural origin","  Iraqi",,   475,"",   220,"",   260,"",
"Ethnic or cultural origin","  Salvadorean",,  1035,"",   515,"",   520,"",
"Ethnic or cultural origin","  African Caribbean",,   320,"",   150,"",   175,"",
"Ethnic or cultural origin","  East or Southeast Asian, n.o.s.",125,  2400,"",  1105,"",  1290,"",
"Ethnic or cultural origin","  West or Central Asian or Middle Eastern, n.o.s.",126,  1020,"",   525,"",   500,"",
"Ethnic or cultural origin","  Caribbean, n.o.s.",127,   380,"",   145,"",   240,"",
"Ethnic or cultural origin","  Algonquin",,   125,"",    75,"",    50,"",
"Ethnic or cultural origin","  West Indian, n.o.s.",128,   350,"",   150,"",   195,"",
"Ethnic or cultural origin","  Lithuanian",,  1445,"",   650,"",   795,"",
"Religion","Total - Religion for the population in private households - 25% sample data",129,650380,"",317885,"",332495,"",
"Religion","  Buddhist",, 26245,"", 10840,"", 15400,"",
"Religion","  Christian",,194365,"", 88655,"",105710,"",
"Religion","    Christian, n.o.s.",130, 44395,"", 20505,"", 23890,"",
"Religion","    Anabaptist",,  1425,"",   645,"",   780,"",
"Religion","    Anglican",, 11965,"",  5385,"",  6585,"",
"Religion","    Baptist",,  4705,"",  2080,"",  2620,"",
"Religion","    Catholic",, 94425,"", 43675,"", 50745,"",
"Religion","    Christian Orthodox",,  8970,"",  4205,"",  4765,"",
"Religion","    Jehovah's Witness",,  2050,"",   895,"",  1155,"",
"Religion","    Latter Day Saints",,   495,"",   180,"",   310,"",
"Religion","    Lutheran",,  3060,"",  1370,"",  1690,"",
"Religion","    Methodist and Wesleyan (Holiness)",,   505,"",   245,"",   265,"",
"Religion","    Pentecostal and other Charismatic",,  2460,"",  1060,"",  1405,"",
"Religion","    Presbyterian",,  2385,"",   965,"",  1420,"",
"Religion","    Reformed",,   300,"",   175,"",   125,"",
"Religion","    United Church",,  8575,"",  3350,"",  5225,"",
"Religion","    Other Christian and Christian-related traditions",,  8650,"",  3915,"",  4735,"",
"Religion","  Hindu",, 12580,"",  6635,"",  5950,"",
"Religion","  Jewish",, 11680,"",  5565,"",  6110,"",
"Religion","  Muslim",, 17905,"",  9130,"",  8780,"",
"Religion","  Sikh",, 16530,"",  8155,"",  8380,"",
"Religion","  Traditional (North American Indigenous) spirituality",,   480,"",   215,"",   270,"",
"Religion","  Other religions and spiritual traditions",,  7670,"",  3200,"",  4470,"",
"Religion","  No religion and secular perspectives",,362925,"",185490,"",177435,"",


Notes:
1,"""Gender"" refers to an individual's personal and social identity as a man, woman or non-binary person (a person who is not exclusively a man or a woman)."
,"Gender includes the following concepts:"
,"* gender identity, which refers to the gender that a person feels internally and individually;"
,"* gender expression, which refers to the way a person presents their gender, regardless of their gender identity, through body language, aesthetic choices or accessories (e.g., clothes, hairstyle and makeup), which may have traditionally been associated with a specific gender."
,"A person's gender may differ from their sex at birth, and from what is indicated on their current identification or legal documents such as their birth certificate, passport or driver's licence. A person's gender may change over time."
,"Some people may not identify with a specific gender."
,"Given that the non-binary population is small, data aggregation to a two-category gender variable is sometimes necessary to protect the confidentiality of responses provided. In these cases, individuals in the category ""non-binary persons"" are distributed into the other two gender categories and are denoted by the ""+"" symbol."
2,"This category includes men (and/or boys), as well as some non-binary persons."
3,"This category includes women (and/or girls), as well as some non-binary persons."
102,"""Visible minority"" refers to whether a person is a visible minority or not, as defined by the Employment Equity Act. The Employment Equity Act defines visible minorities as ""persons, other than Aboriginal peoples, who are non-Caucasian in race or non-white in colour."" The visible minority population consists mainly of the following groups: South Asian, Chinese, Black, Filipino, Arab, Latin American, Southeast Asian, West Asian, Korean and Japanese."
,"In 2021 Census analytical and communications products, the term ""visible minority"" has been replaced by the terms ""racialized population"" or ""racialized groups,"" reflecting the increased use of these terms in the public sphere."
,"For more information on visible minority and population group variables, including information on their classifications, the questions from which they are derived, data quality and their comparability with other sources of data, please refer to the Visible Minority and Population Group Reference Guide, Census of Population, 2021."
103,"In 2021 Census analytical and communications products, the term ""visible minority"" has been replaced by the terms ""racialized population"" or ""racialized groups,"" reflecting the increased use of these terms in the public sphere."
104,"The abbreviation ""n.i.e."" means ""not included elsewhere."" This category includes persons who provided responses that are classified as a visible minority, but that cannot be classified with a specific visible minority group. Such responses include, for example, ""Guyanese,"" ""Pacific Islander,"" ""Polynesian,"" ""Tibetan"" and ""West Indian."""
105,"In 2021 Census analytical and communications products, this category is referred to as ""the rest of the population."""
106,"""Ethnic or cultural origin"" refers to the ethnic or cultural origins of the person's ancestors. Ancestors may have Indigenous origins, origins that refer to different countries or other origins that may not refer to different countries."
,"The sum of the ethnic or cultural origins in this table is greater than the total population estimate because a person may report more than one ethnic or cultural origin in the census."
,"The ethnic or cultural origins selected are the most frequently reported at the Canada level."
,"For more information on ethnic or cultural origin variables, including information on their classifications, the questions from which they are derived, data quality and their comparability with other sources of data, please refer to the Ethnic or Cultural Origin Reference Guide, Census of Population, 2021."
107,"The abbreviation ""n.o.s."" means ""not otherwise specified."" This category includes responses indicating French origins, not otherwise specified (e.g., ""French"")."
108,"The abbreviation ""n.o.s."" means ""not otherwise specified."" This category includes responses indicating British Isles origins, not otherwise specified (e.g., ""British,"" ""United Kingdom"")."
109,"The abbreviation ""n.o.s."" means ""not otherwise specified."" This category includes responses indicating Caucasian (White) origins, not otherwise specified (e.g., ""Caucasian"")."
110,"The abbreviation ""n.o.s."" means ""not otherwise specified."" This category includes responses indicating First Nations (North American Indian) origins, not otherwise specified (e.g., ""First Nations,"" ""North American Indian"")."
111,"The abbreviation ""n.o.s."" means ""not otherwise specified."" This category includes responses indicating European origins, not otherwise specified (e.g., ""European"")."
112,"The abbreviation ""n.o.s."" means ""not otherwise specified."" This category includes responses indicating African origins, not otherwise specified (e.g., ""African"")."
113,"The abbreviation ""n.o.s."" means ""not otherwise specified."" This category includes responses indicating Arab origins, not otherwise specified (e.g., ""Arab"")."
114,"The abbreviation ""n.o.s."" means ""not otherwise specified."" This category includes responses indicating Asian origins, not otherwise specified (e.g., ""Asian"")."
115,"The abbreviation ""n.o.s."" means ""not otherwise specified."" This category includes responses indicating Cree origins, not otherwise specified (e.g., ""Cree"")."
116,"The abbreviation ""n.i.e."" means ""not included elsewhere."" This category includes responses indicating Christian origins, not included elsewhere (e.g., ""Christian,"" ""Baptist,"" ""Catholic"")."
117,"The abbreviation ""n.o.s."" means ""not otherwise specified."" This category includes responses indicating North American Indigenous origins, not otherwise specified (e.g., ""Aboriginal,"" ""Indigenous"")."
118,"The abbreviation ""n.o.s."" means ""not otherwise specified."" This category includes responses indicating South Asian origins, not otherwise specified (e.g., ""South Asian"")."
119,"The abbreviation ""n.o.s."" means ""not otherwise specified."" This category includes responses indicating Mi'kmaq origins, not otherwise specified (e.g., ""Mi'kmaq"")."
120,"The abbreviation ""n.o.s."" means ""not otherwise specified."" This category includes responses indicating Northern European origins, not otherwise specified (e.g., ""Northern European,"" ""Scandinavian"")."
121,"The abbreviation ""n.o.s."" means ""not otherwise specified."" This category includes responses indicating Latin, Central or South American origins, not otherwise specified (e.g., ""Latin American,"" ""South American"")."
122,"The abbreviation ""n.o.s."" means ""not otherwise specified."" This category includes responses indicating Black origins, not otherwise specified (e.g., ""Black"")."
123,"The abbreviation ""n.o.s."" means ""not otherwise specified."" This category includes responses indicating Inuit origins, not otherwise specified (e.g., ""Inuit"")."
124,"The abbreviation ""n.o.s."" means ""not otherwise specified."" This category includes responses indicating Eastern European origins, not otherwise specified (e.g., ""Eastern European"")."
125,"The abbreviation ""n.o.s."" means ""not otherwise specified."" This category includes responses indicating East or Southeast Asian origins, not otherwise specified (e.g., ""East Asian,"" ""Southeast Asian"")."
126,"The abbreviation ""n.o.s."" means ""not otherwise specified."" This category includes responses indicating West or Central Asian or Middle Eastern origins, not otherwise specified (e.g., ""Central Asian,"" ""Middle Eastern,"" ""West Asian"")."
127,"The abbreviation ""n.o.s."" means ""not otherwise specified."" This category includes responses indicating Caribbean origins, not otherwise specified (e.g., ""Caribbean"")."
128,"The abbreviation ""n.o.s."" means ""not otherwise specified."" This category includes responses indicating West Indian origins, not otherwise specified (e.g., ""West Indian"")."
129,"""Religion"" refers to the person's self-identification as having a connection or affiliation with any religious denomination, group, body, or other religiously defined community or system of belief. Religion is not limited to formal membership in a religious organization or group."
,"This variable shows the aggregated responses to the religion question."
,"For infants or children, religion refers to the specific religious group or denomination in which they are being raised, if any."
,"Persons without a religious connection or affiliation can self-identify as atheist, agnostic or humanist, or can provide another applicable response."
,"For more information on religion variables, including information on their classifications, the questions from which they are derived, data quality and their comparability with other sources of data, please refer to the Religion Reference Guide, Census of Population, 2021."
130,"The abbreviation ""n.o.s."" means ""not otherwise specified."" This category includes responses of ""Christian,"" not otherwise specified (e.g., ""Christian,"" ""Christianity"")."


Data quality:
"Vancouver"
"Total non-response (TNR) rate, short-form census questionnaire: 3.8%"
"Total non-response (TNR) rate, long-form census questionnaire: 4.8%"


"Source: Statistics Canada, 2021 Census of Population."

How to cite: Statistics Canada. 2024. Special Interest Profile. 2021 Census.
Statistics Canada Catalogue no. 98-26-00092021001. Ottawa. Released March 20  2024.
https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/sip/index.cfm?Lang=E
